GeoID,Sex,Cancer,Years,PopTot,Cases,AAIR,LCI,UCI,W_PopTot,W_Cases,W_AAIR,W_LCI,W_UCI,B_PopTot,B_Cases,B_AAIR,B_LCI,B_UCI,H_PopTot,H_Cases,H_AAIR,H_LCI,H_UCI,GeoName,GeoType
A9007,Female,Myeloma,10yrs,352719,26,5.2,3.3,7.8,250541,17,4.1,2.3,7,70876,,,,,25037,,,,,Sussex 2,Zone
A9008,Female,Myeloma,10yrs,302366,22,8.6,5,13.6,151630,,,,,94608,,,,,30106,,,,,New Castle 8,Zone
A9009,Female,Myeloma,10yrs,301386,24,7.3,4.6,11.1,215279,,,,,63009,,,,,12432,,,,,New Castle 9,Zone
A9010,Female,Myeloma,10yrs,311116,19,4.7,2.8,7.5,162298,,,,,77523,,,,,64603,,,,,New Castle 2,Zone
A9011,Female,Myeloma,10yrs,294940,32,8.1,5.5,11.6,213715,21,6.5,4,10.3,56627,,,,,17452,,,,,Kent 2,Zone
A9012,Female,Myeloma,10yrs,309461,16,4.3,2.4,7.1,130703,,,,,119705,,,,,45784,,,,,New Castle 6,Zone
A9013,Female,Myeloma,10yrs,303062,31,9.1,6.1,13.1,74182,,,,,203514,22,9.7,6,14.9,19182,,,,,New Castle 1,Zone
A9014,Female,Myeloma,10yrs,328076,29,7,4.6,10.2,195957,16,4.8,2.7,8.2,71541,,,,,40002,,,,,New Castle 5,Zone
A9015,Female,Myeloma,10yrs,368814,42,6.9,4.8,9.7,267151,33,5.8,3.9,8.7,48018,,,,,46645,,,,,Sussex 1,Zone
A9001,Male,Myeloma,10yrs,300997,20,7,4.1,11.1,229033,,,,,29942,,,,,16149,,,,,New Castle 7,Zone
A9002,Male,Myeloma,10yrs,277146,35,11.2,7.7,15.7,184662,22,9.7,6,15,67483,,,,,16275,,,,,Kent 1,Zone
A9003,Male,Myeloma,10yrs,311235,23,4.9,3.1,7.5,235213,,,,,39780,,,,,14581,,,,,New Castle 4,Zone
A9004,Male,Myeloma,10yrs,349204,47,6.4,4.5,9.3,299112,42,5.6,3.9,8.4,21844,,,,,21229,,,,,Sussex 3,Zone
A9005,Male,Myeloma,10yrs,296499,38,9.3,6.5,13,248137,34,9.6,6.5,13.9,14484,,,,,12955,,,,,New Castle 3,Zone
A9006,Male,Myeloma,10yrs,273516,32,12.1,8.2,17.2,150854,17,8.9,5.2,14.5,90613,,,,,22279,,,,,Kent 3,Zone
A9007,Male,Myeloma,10yrs,328279,33,8,5.4,11.5,232795,25,7.3,4.6,11.2,60919,,,,,28791,,,,,Sussex 2,Zone
A9008,Male,Myeloma,10yrs,286209,23,11.9,6.8,18.9,146146,,,,,82424,,,,,32095,,,,,New Castle 8,Zone
A9009,Male,Myeloma,10yrs,318928,30,11.7,7.5,17.3,223420,18,10.8,6,17.6,72938,,,,,12648,,,,,New Castle 9,Zone
A9010,Male,Myeloma,10yrs,289506,19,6.2,3.7,9.8,146119,,,,,68357,,,,,68359,,,,,New Castle 2,Zone
A9011,Male,Myeloma,10yrs,277978,36,9.9,6.8,13.8,202966,29,9.8,6.5,14.4,50679,,,,,18635,,,,,Kent 2,Zone
A9012,Male,Myeloma,10yrs,280976,31,11.9,8,17,119835,,,,,101752,17,22.6,12.3,37.5,46593,,,,,New Castle 6,Zone
A9013,Male,Myeloma,10yrs,275639,34,13.1,8.9,18.5,75489,,,,,173804,27,17.3,11.1,25.4,20426,,,,,New Castle 1,Zone
A9014,Male,Myeloma,10yrs,304473,17,5.5,3.1,8.8,176862,,,,,62884,,,,,42223,,,,,New Castle 5,Zone
A9015,Male,Myeloma,10yrs,360750,46,8.1,5.9,11.1,251903,34,7.4,5,10.9,51032,,,,,51728,,,,,Sussex 1,Zone
A9001,Both,Stomach,10yrs,626812,27,4.8,3.1,7.1,475652,21,4.7,2.8,7.4,63479,,,,,36233,,,,,New Castle 7,Zone
A9002,Both,Stomach,10yrs,573632,37,5.7,4,7.9,380682,28,6.1,4,8.9,142007,,,,,31977,,,,,Kent 1,Zone
A9003,Both,Stomach,10yrs,647660,73,7.4,5.8,9.4,488557,56,6.7,5,8.9,87863,,,,,26233,,,,,New Castle 4,Zone
A9004,Both,Stomach,10yrs,729108,85,5.4,4.2,7.1,627832,74,4.9,3.7,6.6,45961,,,,,41100,,,,,Sussex 3,Zone
A9005,Both,Stomach,10yrs,619764,34,3.2,2.2,4.6,519900,24,2.5,1.6,4,30753,,,,,25417,,,,,New Castle 3,Zone
A9006,Both,Stomach,10yrs,572802,44,6.8,4.9,9.2,308043,25,6,3.8,9.1,195667,,,,,46518,,,,,Kent 3,Zone
A9007,Both,Stomach,10yrs,680998,69,7.5,5.8,9.6,483336,55,6.9,5.2,9.1,131795,,,,,53828,,,,,Sussex 2,Zone
A9008,Both,Stomach,10yrs,588575,38,10,6.8,14,297776,21,8.7,5.2,13.7,177032,,,,,62201,,,,,New Castle 8,Zone
A9009,Both,Stomach,10yrs,620314,47,7.8,5.6,10.5,438699,31,6.6,4.4,9.5,135947,,,,,25080,,,,,New Castle 9,Zone
A9010,Both,Stomach,10yrs,600621,51,6.8,5,9.1,308417,26,4.4,2.8,6.8,145880,16,11.7,6.6,19.2,132963,,,,,New Castle 2,Zone
A9011,Both,Stomach,10yrs,572918,39,5.6,4,7.8,416682,24,4.1,2.6,6.2,107306,,,,,36087,,,,,Kent 2,Zone
A9012,Both,Stomach,10yrs,590436,49,8.4,6.1,11.1,250539,30,9,5.9,13.1,221457,,,,,92376,,,,,New Castle 6,Zone
A9013,Both,Stomach,10yrs,578701,56,8.9,6.7,11.7,149672,,,,,377318,43,11.1,7.9,15.1,39609,,,,,New Castle 1,Zone
A9014,Both,Stomach,10yrs,632549,47,6.5,4.7,8.7,372819,32,5.6,3.8,8,134425,,,,,82225,,,,,New Castle 5,Zone
A9015,Both,Stomach,10yrs,729564,62,5.7,4.3,7.5,519053,52,5.4,4,7.3,99050,,,,,98374,,,,,Sussex 1,Zone
A9001,Female,Stomach,10yrs,325816,,,,,246619,,,,,33537,,,,,20085,,,,,New Castle 7,Zone
A9002,Female,Stomach,10yrs,296486,,,,,196020,,,,,74524,,,,,15702,,,,,Kent 1,Zone
A9003,Female,Stomach,10yrs,336426,29,5.3,3.5,7.9,253344,22,4.9,3,7.8,48084,,,,,11653,,,,,New Castle 4,Zone
A9004,Female,Stomach,10yrs,379904,25,3.4,2.1,5.6,328720,20,3,1.7,5.5,24118,,,,,19872,,,,,Sussex 3,Zone
A9005,Female,Stomach,10yrs,323265,,,,,271763,,,,,16269,,,,,12463,,,,,New Castle 3,Zone
A9006,Female,Stomach,10yrs,299286,21,5.8,3.5,9,157190,,,,,105054,,,,,24239,,,,,Kent 3,Zone
A9007,Female,Stomach,10yrs,352719,23,4.9,3,7.5,250541,19,4.5,2.7,7.4,70876,,,,,25037,,,,,Sussex 2,Zone
A9008,Female,Stomach,10yrs,302366,,,,,151630,,,,,94608,,,,,30106,,,,,New Castle 8,Zone
A9009,Female,Stomach,10yrs,301386,20,6.3,3.8,9.9,215279,,,,,63009,,,,,12432,,,,,New Castle 9,Zone
A9010,Female,Stomach,10yrs,311116,23,5.4,3.3,8.4,162298,,,,,77523,,,,,64603,,,,,New Castle 2,Zone
A9011,Female,Stomach,10yrs,294940,17,4.6,2.6,7.6,213715,,,,,56627,,,,,17452,,,,,Kent 2,Zone
A9012,Female,Stomach,10yrs,309461,22,6.6,4.1,10.1,130703,,,,,119705,,,,,45784,,,,,New Castle 6,Zone
A9013,Female,Stomach,10yrs,303062,21,5.6,3.5,8.7,74182,,,,,203514,17,7.3,4.2,12,19182,,,,,New Castle 1,Zone
A9014,Female,Stomach,10yrs,328076,18,4.7,2.8,7.6,195957,,,,,71541,,,,,40002,,,,,New Castle 5,Zone
A9015,Female,Stomach,10yrs,368814,,,,,267151,,,,,48018,,,,,46645,,,,,Sussex 1,Zone
A9001,Male,Stomach,10yrs,300997,16,6.1,3.4,10.1,229033,,,,,29942,,,,,16149,,,,,New Castle 7,Zone
A9002,Male,Stomach,10yrs,277146,22,7.2,4.4,11,184662,16,7.1,4,11.9,67483,,,,,16275,,,,,Kent 1,Zone
A9003,Male,Stomach,10yrs,311235,44,10.2,7.4,13.9,235213,34,9.1,6.2,13,39780,,,,,14581,,,,,New Castle 4,Zone
A9004,Male,Stomach,10yrs,349204,60,7.8,5.7,10.6,299112,54,7.2,5.2,10.2,21844,,,,,21229,,,,,Sussex 3,Zone
A9005,Male,Stomach,10yrs,296499,21,4.7,2.9,7.4,248137,16,4.1,2.3,7,14484,,,,,12955,,,,,New Castle 3,Zone
A9006,Male,Stomach,10yrs,273516,23,8.1,5.1,12.2,150854,,,,,90613,,,,,22279,,,,,Kent 3,Zone
A9007,Male,Stomach,10yrs,328279,46,10.5,7.6,14.2,232795,36,9.7,6.8,13.8,60919,,,,,28791,,,,,Sussex 2,Zone
A9008,Male,Stomach,10yrs,286209,31,18.5,12,26.8,146146,18,15.4,8.7,25.2,82424,,,,,32095,,,,,New Castle 8,Zone
A9009,Male,Stomach,10yrs,318928,27,9.4,6,14,223420,21,8.9,5.3,13.9,72938,,,,,12648,,,,,New Castle 9,Zone
A9010,Male,Stomach,10yrs,289506,28,9.2,6.1,13.4,146119,,,,,68357,,,,,68359,,,,,New Castle 2,Zone
A9011,Male,Stomach,10yrs,277978,22,6.6,4.1,10.2,202966,,,,,50679,,,,,18635,,,,,Kent 2,Zone
A9012,Male,Stomach,10yrs,280976,27,10.9,7.1,16,119835,16,11.2,6.3,18.6,101752,,,,,46593,,,,,New Castle 6,Zone
A9013,Male,Stomach,10yrs,275639,35,13.2,9,18.6,75489,,,,,173804,26,16.3,10.4,24.2,20426,,,,,New Castle 1,Zone
A9014,Male,Stomach,10yrs,304473,29,9.1,6,13.2,176862,21,8.6,5.3,13.5,62884,,,,,42223,,,,,New Castle 5,Zone
A9015,Male,Stomach,10yrs,360750,50,10,7.3,13.4,251903,40,8.8,6.2,12.4,51032,,,,,51728,,,,,Sussex 1,Zone
A9001,Both,Brain,10yrs,626812,27,4.9,3.1,7.3,475652,20,4.2,2.4,6.8,63479,,,,,36233,,,,,New Castle 7,Zone
A9002,Both,Brain,10yrs,573632,47,7.2,5.2,9.6,380682,40,8.6,6.1,11.9,142007,,,,,31977,,,,,Kent 1,Zone
A9003,Both,Brain,10yrs,647660,52,6.4,4.7,8.6,488557,45,7.1,5,9.8,87863,,,,,26233,,,,,New Castle 4,Zone
A9004,Both,Brain,10yrs,729108,82,7.8,5.8,10.2,627832,75,7.7,5.6,10.4,45961,,,,,41100,,,,,Sussex 3,Zone
A9005,Both,Brain,10yrs,619764,53,7.1,5.2,9.5,519900,49,8.1,5.7,11,30753,,,,,25417,,,,,New Castle 3,Zone
A9006,Both,Brain,10yrs,572802,46,7.6,5.5,10.3,308043,31,8.7,5.8,12.6,195667,,,,,46518,,,,,Kent 3,Zone
A9007,Both,Brain,10yrs,680998,44,5.7,4.1,7.8,483336,35,6.1,4.1,8.7,131795,,,,,53828,,,,,Sussex 2,Zone
A9008,Both,Brain,10yrs,588575,30,4.8,3.2,7,297776,21,5.6,3.4,8.9,177032,,,,,62201,,,,,New Castle 8,Zone
A9009,Both,Brain,10yrs,620314,42,7.1,5,9.7,438699,32,7.4,5,10.5,135947,,,,,25080,,,,,New Castle 9,Zone
A9010,Both,Brain,10yrs,600621,51,7.8,5.8,10.4,308417,38,10,6.8,14.3,145880,,,,,132963,,,,,New Castle 2,Zone
A9011,Both,Brain,10yrs,572918,37,5.5,3.8,7.7,416682,28,5.3,3.4,7.8,107306,,,,,36087,,,,,Kent 2,Zone
A9012,Both,Brain,10yrs,590436,33,5.3,3.6,7.6,250539,24,8.2,5,12.7,221457,,,,,92376,,,,,New Castle 6,Zone
A9013,Both,Brain,10yrs,578701,30,5,3.4,7.2,149672,16,11.2,6,19,377318,,,,,39609,,,,,New Castle 1,Zone
A9014,Both,Brain,10yrs,632549,37,5.3,3.7,7.4,372819,29,6.6,4.2,9.9,134425,,,,,82225,,,,,New Castle 5,Zone
A9015,Both,Brain,10yrs,729564,63,7,5.3,9.2,519053,58,8.6,6.2,11.7,99050,,,,,98374,,,,,Sussex 1,Zone
A9001,Female,Brain,10yrs,325816,16,5.7,3.1,9.5,246619,,,,,33537,,,,,20085,,,,,New Castle 7,Zone
A9002,Female,Brain,10yrs,296486,23,6.8,4.3,10.3,196020,18,7.8,4.5,12.6,74524,,,,,15702,,,,,Kent 1,Zone
A9003,Female,Brain,10yrs,336426,27,6.3,4,9.5,253344,24,7.2,4.3,11.4,48084,,,,,11653,,,,,New Castle 4,Zone
A9004,Female,Brain,10yrs,379904,37,8.1,5.1,12.1,328720,31,7.2,4.1,11.6,24118,,,,,19872,,,,,Sussex 3,Zone
A9005,Female,Brain,10yrs,323265,24,5.5,3.4,8.6,271763,23,6.2,3.7,9.9,16269,,,,,12463,,,,,New Castle 3,Zone
A9006,Female,Brain,10yrs,299286,22,7.2,4.4,11,157190,,,,,105054,,,,,24239,,,,,Kent 3,Zone
A9007,Female,Brain,10yrs,352719,16,3.6,2,6.1,250541,,,,,70876,,,,,25037,,,,,Sussex 2,Zone
A9008,Female,Brain,10yrs,302366,,,,,151630,,,,,94608,,,,,30106,,,,,New Castle 8,Zone
A9009,Female,Brain,10yrs,301386,25,8.1,5.2,12.1,215279,17,7.5,4.2,12.2,63009,,,,,12432,,,,,New Castle 9,Zone
A9010,Female,Brain,10yrs,311116,24,6.6,4.2,10,162298,18,9.2,4.9,15.8,77523,,,,,64603,,,,,New Castle 2,Zone
A9011,Female,Brain,10yrs,294940,,,,,213715,,,,,56627,,,,,17452,,,,,Kent 2,Zone
A9012,Female,Brain,10yrs,309461,20,5.9,3.6,9.2,130703,,,,,119705,,,,,45784,,,,,New Castle 6,Zone
A9013,Female,Brain,10yrs,303062,16,4.7,2.7,7.8,74182,,,,,203514,,,,,19182,,,,,New Castle 1,Zone
A9014,Female,Brain,10yrs,328076,18,5,2.9,8.1,195957,,,,,71541,,,,,40002,,,,,New Castle 5,Zone
A9015,Female,Brain,10yrs,368814,37,8.1,5.5,11.6,267151,34,9.6,6.2,14.4,48018,,,,,46645,,,,,Sussex 1,Zone
A9001,Male,Brain,10yrs,300997,,,,,229033,,,,,29942,,,,,16149,,,,,New Castle 7,Zone
A9002,Male,Brain,10yrs,277146,24,7.6,4.8,11.5,184662,22,9.5,5.8,14.8,67483,,,,,16275,,,,,Kent 1,Zone
A9003,Male,Brain,10yrs,311235,25,6.7,4.2,10,235213,21,7.1,4.2,11.2,39780,,,,,14581,,,,,New Castle 4,Zone
A9004,Male,Brain,10yrs,349204,45,7.7,5.3,11,299112,44,8.5,5.7,12.4,21844,,,,,21229,,,,,Sussex 3,Zone
A9005,Male,Brain,10yrs,296499,29,8.8,5.7,13.1,248137,26,10.1,6.3,15.4,14484,,,,,12955,,,,,New Castle 3,Zone
A9006,Male,Brain,10yrs,273516,24,8.5,5.4,12.7,150854,16,9.4,5.3,15.5,90613,,,,,22279,,,,,Kent 3,Zone
A9007,Male,Brain,10yrs,328279,28,7.9,5.1,11.6,232795,22,8.3,5,12.9,60919,,,,,28791,,,,,Sussex 2,Zone
A9008,Male,Brain,10yrs,286209,18,6,3.5,9.8,146146,,,,,82424,,,,,32095,,,,,New Castle 8,Zone
A9009,Male,Brain,10yrs,318928,17,6.3,3.5,10.3,223420,,,,,72938,,,,,12648,,,,,New Castle 9,Zone
A9010,Male,Brain,10yrs,289506,27,9.5,6.2,13.9,146119,20,11.4,6.7,18.2,68357,,,,,68359,,,,,New Castle 2,Zone
A9011,Male,Brain,10yrs,277978,23,7,4.3,10.6,202966,17,6.5,3.7,10.8,50679,,,,,18635,,,,,Kent 2,Zone
A9012,Male,Brain,10yrs,280976,,,,,119835,,,,,101752,,,,,46593,,,,,New Castle 6,Zone
A9013,Male,Brain,10yrs,275639,,,,,75489,,,,,173804,,,,,20426,,,,,New Castle 1,Zone
A9014,Male,Brain,10yrs,304473,19,6,3.6,9.5,176862,17,8.2,4.6,13.6,62884,,,,,42223,,,,,New Castle 5,Zone
A9015,Male,Brain,10yrs,360750,26,6,3.8,9,251903,24,7.8,4.6,12.3,51032,,,,,51728,,,,,Sussex 1,Zone
A9001,Female,Ovary,10yrs,325816,35,11,7.5,15.5,246619,30,11.7,7.7,17.1,33537,,,,,20085,,,,,New Castle 7,Zone
A9002,Female,Ovary,10yrs,296486,43,11,7.9,15,196020,33,11.8,8.1,17,74524,,,,,15702,,,,,Kent 1,Zone
A9003,Female,Ovary,10yrs,336426,42,8.3,5.9,11.4,253344,36,8.5,5.8,12.2,48084,,,,,11653,,,,,New Castle 4,Zone
A9004,Female,Ovary,10yrs,379904,96,14,10.7,18.1,328720,92,15.2,11.4,20.2,24118,,,,,19872,,,,,Sussex 3,Zone
A9005,Female,Ovary,10yrs,323265,48,9.9,7.1,13.6,271763,46,11,7.8,15.3,16269,,,,,12463,,,,,New Castle 3,Zone
A9006,Female,Ovary,10yrs,299286,36,10.6,7.3,14.8,157190,25,11.6,7.3,17.7,105054,,,,,24239,,,,,Kent 3,Zone
A9007,Female,Ovary,10yrs,352719,40,8.9,6.2,12.4,250541,28,7.7,5,11.7,70876,,,,,25037,,,,,Sussex 2,Zone
A9008,Female,Ovary,10yrs,302366,26,9.7,6.1,14.6,151630,,,,,94608,,,,,30106,,,,,New Castle 8,Zone
A9009,Female,Ovary,10yrs,301386,30,9.1,6.1,13.2,215279,23,9.2,5.8,14,63009,,,,,12432,,,,,New Castle 9,Zone
A9010,Female,Ovary,10yrs,311116,31,8.5,5.7,12.2,162298,22,8.8,5.3,14.3,77523,,,,,64603,,,,,New Castle 2,Zone
A9011,Female,Ovary,10yrs,294940,43,11.5,8.3,15.7,213715,39,12.9,9,18,56627,,,,,17452,,,,,Kent 2,Zone
A9012,Female,Ovary,10yrs,309461,41,11.8,8.4,16.1,130703,29,16.6,10.9,24.7,119705,,,,,45784,,,,,New Castle 6,Zone
A9013,Female,Ovary,10yrs,303062,21,6.3,3.9,9.7,74182,,,,,203514,,,,,19182,,,,,New Castle 1,Zone
A9014,Female,Ovary,10yrs,328076,44,11.1,8,15.1,195957,38,14.1,9.7,20,71541,,,,,40002,,,,,New Castle 5,Zone
A9015,Female,Ovary,10yrs,368814,77,13.4,10.3,17.2,267151,69,14.2,10.6,19,48018,,,,,46645,,,,,Sussex 1,Zone
A9001,Both,Esoph,10yrs,626812,32,5.8,3.9,8.3,475652,30,6.3,4.2,9.2,63479,,,,,36233,,,,,New Castle 7,Zone
A9002,Both,Esoph,10yrs,573632,27,4.1,2.6,6,380682,23,4.7,3,7.2,142007,,,,,31977,,,,,Kent 1,Zone
A9003,Both,Esoph,10yrs,647660,50,5.6,4.1,7.5,488557,46,6.3,4.5,8.6,87863,,,,,26233,,,,,New Castle 4,Zone
A9004,Both,Esoph,10yrs,729108,80,5.1,3.9,6.7,627832,76,5.3,4,7.1,45961,,,,,41100,,,,,Sussex 3,Zone
A9005,Both,Esoph,10yrs,619764,35,3.3,2.3,4.7,519900,33,3.5,2.4,5.1,30753,,,,,25417,,,,,New Castle 3,Zone
A9006,Both,Esoph,10yrs,572802,27,4.1,2.7,6.1,308043,19,4.2,2.5,6.7,195667,,,,,46518,,,,,Kent 3,Zone
A9007,Both,Esoph,10yrs,680998,54,6,4.5,7.9,483336,51,7.1,5.2,9.5,131795,,,,,53828,,,,,Sussex 2,Zone
A9008,Both,Esoph,10yrs,588575,23,4.6,2.7,7.2,297776,22,6.9,4,11.1,177032,,,,,62201,,,,,New Castle 8,Zone
A9009,Both,Esoph,10yrs,620314,29,4.6,3,6.8,438699,28,5.7,3.7,8.5,135947,,,,,25080,,,,,New Castle 9,Zone
A9010,Both,Esoph,10yrs,600621,32,4.6,3.2,6.6,308417,27,5.8,3.8,8.7,145880,,,,,132963,,,,,New Castle 2,Zone
A9011,Both,Esoph,10yrs,572918,33,4.3,2.9,6.1,416682,31,4.9,3.3,7.2,107306,,,,,36087,,,,,Kent 2,Zone
A9012,Both,Esoph,10yrs,590436,32,4.7,3.2,6.8,250539,31,7.9,5.3,11.5,221457,,,,,92376,,,,,New Castle 6,Zone
A9013,Both,Esoph,10yrs,578701,35,5.8,4,8.1,149672,,,,,377318,22,5.8,3.6,8.9,39609,,,,,New Castle 1,Zone
A9014,Both,Esoph,10yrs,632549,33,4.4,3,6.3,372819,30,5.5,3.7,8,134425,,,,,82225,,,,,New Castle 5,Zone
A9015,Both,Esoph,10yrs,729564,55,4.7,3.5,6.3,519053,50,5,3.6,7,99050,,,,,98374,,,,,Sussex 1,Zone
A9001,Female,Esoph,10yrs,325816,,,,,246619,,,,,33537,,,,,20085,,,,,New Castle 7,Zone
A9002,Female,Esoph,10yrs,296486,,,,,196020,,,,,74524,,,,,15702,,,,,Kent 1,Zone
A9003,Female,Esoph,10yrs,336426,,,,,253344,,,,,48084,,,,,11653,,,,,New Castle 4,Zone
A9004,Female,Esoph,10yrs,379904,,,,,328720,,,,,24118,,,,,19872,,,,,Sussex 3,Zone
A9005,Female,Esoph,10yrs,323265,,,,,271763,,,,,16269,,,,,12463,,,,,New Castle 3,Zone
A9006,Female,Esoph,10yrs,299286,,,,,157190,,,,,105054,,,,,24239,,,,,Kent 3,Zone
A9007,Female,Esoph,10yrs,352719,,,,,250541,,,,,70876,,,,,25037,,,,,Sussex 2,Zone
A9008,Female,Esoph,10yrs,302366,,,,,151630,,,,,94608,,,,,30106,,,,,New Castle 8,Zone
A9009,Female,Esoph,10yrs,301386,,,,,215279,,,,,63009,,,,,12432,,,,,New Castle 9,Zone
A9010,Female,Esoph,10yrs,311116,,,,,162298,,,,,77523,,,,,64603,,,,,New Castle 2,Zone
A9011,Female,Esoph,10yrs,294940,,,,,213715,,,,,56627,,,,,17452,,,,,Kent 2,Zone
A9012,Female,Esoph,10yrs,309461,,,,,130703,,,,,119705,,,,,45784,,,,,New Castle 6,Zone
A9013,Female,Esoph,10yrs,303062,,,,,74182,,,,,203514,,,,,19182,,,,,New Castle 1,Zone
A9014,Female,Esoph,10yrs,328076,,,,,195957,,,,,71541,,,,,40002,,,,,New Castle 5,Zone
A9015,Female,Esoph,10yrs,368814,,,,,267151,,,,,48018,,,,,46645,,,,,Sussex 1,Zone
A9001,Male,Esoph,10yrs,300997,29,11.5,7.6,16.6,229033,27,12.2,7.9,18.1,29942,,,,,16149,,,,,New Castle 7,Zone
A9002,Male,Esoph,10yrs,277146,23,7.4,4.7,11.3,184662,19,8.3,4.9,13.2,67483,,,,,16275,,,,,Kent 1,Zone
A9003,Male,Esoph,10yrs,311235,36,8.8,6.1,12.3,235213,34,9.9,6.8,14.2,39780,,,,,14581,,,,,New Castle 4,Zone
A9004,Male,Esoph,10yrs,349204,65,9.1,6.8,12.3,299112,62,9.3,6.8,12.9,21844,,,,,21229,,,,,Sussex 3,Zone
A9005,Male,Esoph,10yrs,296499,24,5.1,3.3,7.9,248137,23,5.6,3.5,8.7,14484,,,,,12955,,,,,New Castle 3,Zone
A9006,Male,Esoph,10yrs,273516,21,7.5,4.6,11.5,150854,16,8,4.5,13.3,90613,,,,,22279,,,,,Kent 3,Zone
A9007,Male,Esoph,10yrs,328279,46,11.1,8,15,232795,43,13,9.2,17.9,60919,,,,,28791,,,,,Sussex 2,Zone
A9008,Male,Esoph,10yrs,286209,21,9.4,5.2,15.3,146146,20,13.7,7.6,22.6,82424,,,,,32095,,,,,New Castle 8,Zone
A9009,Male,Esoph,10yrs,318928,23,7.9,4.8,12.1,223420,22,9.5,5.8,14.8,72938,,,,,12648,,,,,New Castle 9,Zone
A9010,Male,Esoph,10yrs,289506,23,7.5,4.7,11.3,146119,20,9.6,5.8,15.3,68357,,,,,68359,,,,,New Castle 2,Zone
A9011,Male,Esoph,10yrs,277978,27,7.4,4.8,10.9,202966,26,8.5,5.5,12.8,50679,,,,,18635,,,,,Kent 2,Zone
A9012,Male,Esoph,10yrs,280976,27,9,5.9,13.3,119835,26,14.8,9.5,22.2,101752,,,,,46593,,,,,New Castle 6,Zone
A9013,Male,Esoph,10yrs,275639,28,10.8,7,16,75489,,,,,173804,16,10.7,5.8,17.9,20426,,,,,New Castle 1,Zone
A9014,Male,Esoph,10yrs,304473,26,8,5.2,11.9,176862,24,9.9,6.3,15.1,62884,,,,,42223,,,,,New Castle 5,Zone
A9015,Male,Esoph,10yrs,360750,42,7.6,5.4,10.6,251903,38,8.2,5.6,11.9,51032,,,,,51728,,,,,Sussex 1,Zone
A9001,Female,Cervix,10yrs,325816,16,5.4,3,8.9,246619,16,7,3.9,11.8,33537,,,,,20085,,,,,New Castle 7,Zone
A9002,Female,Cervix,10yrs,296486,33,10.4,7.1,14.8,196020,24,10.8,6.8,16.5,74524,,,,,15702,,,,,Kent 1,Zone
A9003,Female,Cervix,10yrs,336426,30,7.2,4.7,10.6,253344,17,4.9,2.7,8.4,48084,,,,,11653,,,,,New Castle 4,Zone
A9004,Female,Cervix,10yrs,379904,31,7.5,4.7,11.4,328720,27,7.9,4.7,12.5,24118,,,,,19872,,,,,Sussex 3,Zone
A9005,Female,Cervix,10yrs,323265,18,6.2,3.6,10.1,271763,16,6.9,3.8,11.5,16269,,,,,12463,,,,,New Castle 3,Zone
A9006,Female,Cervix,10yrs,299286,20,6.9,4.1,10.8,157190,16,9.8,5.4,16.3,105054,,,,,24239,,,,,Kent 3,Zone
A9007,Female,Cervix,10yrs,352719,28,7.3,4.7,10.8,250541,18,6.3,3.5,10.4,70876,,,,,25037,,,,,Sussex 2,Zone
A9008,Female,Cervix,10yrs,302366,19,7.3,4.2,11.8,151630,,,,,94608,,,,,30106,,,,,New Castle 8,Zone
A9009,Female,Cervix,10yrs,301386,31,10.2,6.8,14.6,215279,26,11.7,7.6,17.4,63009,,,,,12432,,,,,New Castle 9,Zone
A9010,Female,Cervix,10yrs,311116,33,10.4,7.1,14.7,162298,20,9.9,5.8,16,77523,,,,,64603,,,,,New Castle 2,Zone
A9011,Female,Cervix,10yrs,294940,37,12.3,8.5,17.1,213715,30,13.5,8.9,19.6,56627,,,,,17452,,,,,Kent 2,Zone
A9012,Female,Cervix,10yrs,309461,17,5.4,3.1,8.7,130703,,,,,119705,,,,,45784,,,,,New Castle 6,Zone
A9013,Female,Cervix,10yrs,303062,32,10.3,7,14.6,74182,,,,,203514,24,11.6,7.3,17.3,19182,,,,,New Castle 1,Zone
A9014,Female,Cervix,10yrs,328076,35,10,6.9,14.1,195957,25,11.4,7.1,17.4,71541,,,,,40002,,,,,New Castle 5,Zone
A9015,Female,Cervix,10yrs,368814,34,8.4,5.7,12.1,267151,26,8.6,5.2,13.3,48018,,,,,46645,,,,,Sussex 1,Zone
A9001,Both,Larynx,10yrs,626812,,,,,475652,,,,,63479,,,,,36233,,,,,New Castle 7,Zone
A9002,Both,Larynx,10yrs,573632,27,4,2.6,5.9,380682,18,3.8,2.2,6.1,142007,,,,,31977,,,,,Kent 1,Zone
A9003,Both,Larynx,10yrs,647660,,,,,488557,,,,,87863,,,,,26233,,,,,New Castle 4,Zone
A9004,Both,Larynx,10yrs,729108,54,3.5,2.5,4.9,627832,49,3.3,2.3,4.7,45961,,,,,41100,,,,,Sussex 3,Zone
A9005,Both,Larynx,10yrs,619764,,,,,519900,,,,,30753,,,,,25417,,,,,New Castle 3,Zone
A9006,Both,Larynx,10yrs,572802,18,2.6,1.6,4.2,308043,,,,,195667,,,,,46518,,,,,Kent 3,Zone
A9007,Both,Larynx,10yrs,680998,45,4.6,3.3,6.3,483336,40,5.2,3.7,7.4,131795,,,,,53828,,,,,Sussex 2,Zone
A9008,Both,Larynx,10yrs,588575,16,2.5,1.4,4.3,297776,,,,,177032,,,,,62201,,,,,New Castle 8,Zone
